system:index,ARVI,B11,B12,B2,B3,B4,B5,B6,B7,B8,DVI,GRVI,HH,HV,IRECI,LAI,MTCI,NDVI,REIP,RVI,VH,VV,agbd,random,.geo
202008_078E_024N_365,0.8115108,1391.0,810.0,250.0,542.0,415.0,939.0,2013.0,2276.0,2364.0,1894.0,0.10907003,7962,6007,3514.5366,5.828829,2.4248497,0.6876176,714.3842,5.4024096,-16.141099452103354,-10.686912818063941,150.748489,0.1911008697491018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74122477853227,29.668470309044345]}"
202009_078E_024N_425,0.8289937,1289.0,670.0,229.0,518.0,401.0,908.0,2156.0,2394.0,2430.0,1978.0,0.1412556,8107,5190,4509.6113,6.118184,2.816,0.72067845,715.87415,6.160207,-15.151815441160691,-9.665205141628425,313.424194,0.19168235153885504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77511710625853,29.685482292866958]}"
202010_078E_024N_530,0.8607976,1216.0,549.0,158.0,330.0,241.0,580.0,1692.0,1957.0,2144.0,1824.0,0.21008404,6974,3643,4396.6147,7.1667266,3.2666667,0.78454334,717.5489,8.282609,-15.84881223628728,-8.81317786692586,214.256409,0.19190316849138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7471160774741,29.693341970994453]}"
202005_078E_024N_138,0.7452842,1644.0,995.5,237.5,416.0,409.5,750.5,1553.0,1855.5,1725.5,1315.0,-0.0110167265,8496,4776,2318.1323,4.46186,2.589549,0.56437194,716.1105,3.5910726,-18.356225514079192,-12.675186365300714,81.58753967285156,0.1928497165430747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78712981332264,29.717853553898685]}"
202009_078E_024N_4,0.8273296,1315.0,670.5,209.0,464.0,341.0,751.5,1852.0,2145.0,2265.0,1814.0,0.11586185,17419,5957,3726.4878,6.7256756,3.246774,0.72265065,717.9077,6.2148037,-16.30522163198829,-9.636198972158184,44.05756759643555,0.19317188754724723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77701310074619,29.720918863595905]}"
202009_078E_024N_773,0.8455664,1021.0,491.0,140.0,340.0,292.0,605.0,1691.0,1891.0,1960.0,1646.0,0.14375,7568,4830,3578.1519,6.534079,3.451613,0.7385855,717.686,6.650685,-17.998889184321413,-12.874166478640513,312.403839,0.19397693938374827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72449855920351,29.663347222128447]}"
202009_078E_024N_157,0.83162224,1044.0,535.5,170.5,368.0,275.5,634.5,1598.0,1795.0,1887.5,1514.0,0.11746858,8140,4685,2840.2686,6.089915,3.0301867,0.7207918,716.82404,6.170604,-17.36962962210174,-11.382149078832073,669.859741,0.19415978450555504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78522539781936,29.704300143100905]}"
202010_078E_024N_535,0.7426942,1938.0,1168.0,360.0,638.0,724.0,1198.0,2064.0,2421.0,2408.0,1723.0,-0.028731605,7871,4760,2793.452,3.9700763,2.0689654,0.54099244,713.8867,3.3572268,-16.48292628682093,-10.418608574932533,88.584824,0.19416229704299204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72826192609496,29.692711093289223]}"
202010_078E_024N_756,0.8510228,1223.0,569.0,193.0,518.0,306.0,919.0,2317.0,2546.0,2673.0,2179.0,0.19131614,11259,5403,5548.7725,6.6629667,3.0115385,0.77034223,716.8167,7.708609,-16.66847371940523,-10.70940862025922,202.860138,0.19417371088271373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71458369429433,29.671147343636306]}"
202009_078E_024N_546,0.8454546,1265.0,594.0,209.0,360.0,279.0,601.0,1849.0,2173.0,2230.0,1891.0,0.15263158,5529,3520,5780.402,6.7691817,3.8245614,0.7616403,719.6978,7.390681,-14.717742499401755,-8.00396758183433,335.172058,0.1946322554329969,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76821901846661,29.679101550998308]}"
202010_078E_024N_745,0.8636364,866.0,402.0,123.0,317.0,186.0,558.0,1523.0,1730.0,1776.0,1519.0,0.21387284,8290,4485,3411.0447,7.1896152,3.169355,0.77589643,716.8009,7.9244447,-16.87546729631428,-11.63081519630969,202.059357,0.19490589849467932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72592026915586,29.673512804510562]}"
202010_078E_024N_726,0.85286105,1140.0,570.0,163.0,394.0,283.0,692.0,1716.0,1946.0,2066.0,1798.0,0.1616,9830,4939,3738.9802,6.3881335,2.9568734,0.75444686,716.72375,7.1448765,-16.308305103913774,-10.054415260804891,247.293884,0.19513631188940583,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7207142504711,29.676621010625613]}"
202009_078E_024N_394,0.86946565,964.0,431.0,130.0,286.0,182.0,465.0,1520.0,1890.0,1996.0,1730.0,0.20415226,8147,6509,4902.2812,7.080729,4.1595745,0.8061002,719.223,9.314607,-14.804292982811045,-8.29611401611805,376.737213,0.19522701076374216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76708662471142,29.687212592924105]}"
202005_078E_024N_251,0.8052373,1787.0,954.0,272.0,607.0,533.0,1040.0,2041.0,2334.0,2522.0,1962.0,0.05496454,9954,4635,3264.5588,5.2477684,2.8511906,0.65301913,717.1483,4.7640066,-13.427740639316575,-8.010867113792731,273.901428,0.19557542428209462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73500846608285,29.711049075610745]}"
202006_078E_024N_17,0.77811813,1519.5,839.0,292.5,554.5,476.5,902.5,1799.5,2096.0,2278.0,1692.0,0.037149698,5590,4127,3127.0574,5.2098923,3.2466602,0.63124216,718.59375,4.423634,-17.65227101707,-12.116190257448528,235.034241,0.1956324264806345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77352184515742,29.731715275865437]}"
202005_078E_024N_442,0.79452056,2410.0,1454.0,358.0,617.0,610.0,1234.0,2610.0,3024.0,3324.0,2713.0,0.07195572,5671,3019,4959.8184,5.680404,2.448921,0.6811725,714.8952,5.2729845,-16.078921166075535,-9.234895985574754,19.08061981201172,0.1961649476696984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73358262557993,29.70110917442848]}"
202005_078E_024N_1040,0.66398716,1948.0,1341.0,430.0,714.0,706.0,1143.0,2104.0,2352.0,2495.0,1522.0,-0.015521064,16616,6825,2309.9487,4.102943,2.309463,0.4924297,714.3004,2.940341,-15.964979675816286,-8.581714805038246,122.019783,0.19617874093222065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74074472962889,29.665532965822187]}"
202009_078E_024N_642,0.71816283,1491.0,924.0,278.0,508.0,566.0,853.0,1537.0,1731.0,1767.0,1192.0,-0.055555556,12291,5375,1891.5217,3.5236523,2.518868,0.5054136,715.43665,3.043783,-16.389302252957034,-10.308452300220019,123.684372,0.19623879031699176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78145326547808,29.674260724683627]}"
202005_078E_024N_453,0.8006795,1522.0,825.0,276.0,616.0,525.0,1077.0,2238.0,2552.0,2726.0,1941.0,0.06936771,8242,4768,3619.5156,5.472553,2.7431781,0.66165704,714.9801,4.911162,-14.492106336832398,-8.227844227888685,117.645912,0.19634244048926197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7410810994226,29.700729472801314]}"
202005_078E_024N_1009,0.87792206,969.0,444.0,144.0,439.0,227.0,758.0,1895.0,2110.0,2169.0,1851.0,0.290625,7769,4868,3896.6357,6.723487,2.3155894,0.786292,713.781,8.358565,-16.07540958829662,-11.063041556382272,195.673279,0.19660677857086262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71514043149952,29.667994379014086]}"
202005_078E_024N_74,0.72679496,1664.0,1033.0,243.5,450.5,494.0,892.5,1741.5,1935.0,2015.5,1371.0,-0.037336018,6702,4658,2134.0154,4.1329284,1.9317325,0.5124455,712.3456,3.1038718,-17.464354175394824,-11.117887112012646,72.592537,0.19670258582181588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75734204726102,29.723217245961365]}"
202009_078E_024N_572,0.8476847,1675.0,790.0,210.0,413.0,389.0,868.0,2192.0,2595.0,2594.0,2228.0,0.15798463,4849,2787,6147.72,6.5923934,3.1755028,0.7517803,716.84705,7.057377,-15.524606291975237,-8.787492999823035,64.571121,0.19685411214596094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77572673245128,29.67781753777122]}"
202008_078E_024N_303,0.8335711,1269.0,791.0,175.0,382.0,327.0,736.0,1609.0,1876.0,2032.0,1673.0,0.03267974,6233,5091,3152.7112,5.923362,2.6735113,0.70593524,716.03156,5.8012233,-15.44910374795287,-9.537814942546392,125.88739013671875,0.1970019567579372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76670488997695,29.676154672741685]}"
202008_078E_024N_107,0.8784441,592.0,290.0,73.0,213.0,134.0,373.0,1039.0,1154.0,1232.0,995.0,0.17431192,5038,3412,3466.6492,6.9511967,4.3155737,0.8125,720.47266,9.666667,-16.996776325149074,-10.924525180693614,312.342224,0.1979267809814098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78688415703505,29.695291364764927]}"
202005_078E_024N_678,0.8539646,1081.0,538.0,132.0,271.0,224.0,505.0,1293.0,1528.0,1602.0,1388.0,0.094339624,9831,5484,2955.2314,6.39913,3.159664,0.73789173,717.2358,6.630435,-15.300584427552002,-8.807377108467723,120.31988525390625,0.1982745988652661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71202612175458,29.689395861788096]}"
202005_078E_024N_982,0.843086,1346.0,694.0,202.0,407.0,338.0,673.0,1783.0,2181.0,2493.0,2098.0,0.12473573,14770,6731,4225.825,6.965337,3.7789934,0.72673655,719.1265,6.318945,-15.341315224484442,-9.635826740407794,532.649902,0.19857479797661348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74584882809062,29.670544539666437]}"
202009_078E_024N_137,0.831365,1363.0,705.5,214.5,473.0,372.5,815.5,2021.5,2302.5,2429.0,2044.5,0.11345714,8076,4122,4191.552,6.1111326,3.0782018,0.72766256,717.1858,6.352581,-16.258581190526947,-9.929592337522967,257.163361,0.19901784035190428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77797146028294,29.70581259560812]}"
202009_078E_024N_446,0.83210206,682.0,307.0,113.0,255.0,171.0,407.0,1179.0,1478.0,1454.0,1246.0,0.19884726,7461,5022,3354.7988,6.69278,3.9267242,0.7624378,719.1268,7.418848,-16.05988553743899,-9.79805017633255,417.998718,0.19909048272477825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77383910987334,29.684342472675688]}"
202010_078E_024N_124,0.8446183,846.0,418.0,168.5,351.5,242.0,494.5,1470.0,1756.0,1969.0,1699.0,0.1667164,5565,4174,3877.782,7.244279,4.9332266,0.7684393,719.4331,7.6451273,-17.58384247500108,-12.143941023933177,239.11318969726562,0.19913784050391692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76505083967093,29.72689895332459]}"
202008_078E_024N_285,0.8399621,1447.0,766.0,190.0,361.0,380.0,726.0,1783.0,2095.0,2225.0,1753.0,0.031578947,6635,4568,3962.8572,6.20751,3.5027473,0.7132887,718.9203,5.9756594,-14.399283071378578,-7.581362036154539,153.232559,0.19927277500396334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76798270314531,29.677294557854506]}"
202005_078E_024N_808,0.8128655,1290.0,751.0,236.0,534.0,417.0,1017.0,2150.0,2410.0,2485.0,1931.0,0.1329609,11656,6255,3617.774,5.769618,2.190153,0.69155353,713.0334,5.4841075,-13.8804337660532,-7.39999791347284,342.897308,0.19929215915859266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74104210847139,29.683132468872145]}"
202010_078E_024N_264,0.8109219,1356.0,808.5,206.5,418.5,432.5,835.5,1823.5,2057.0,2179.0,1645.5,0.032698233,10117,6220,2921.8997,5.0080757,2.5758862,0.6587881,715.88916,4.8638973,-15.61625809744485,-8.379745351757013,123.01679992675781,0.19972775299855383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73443224816168,29.71578110353482]}"
202008_078E_024N_364,0.8344103,1081.0,514.0,221.0,492.0,317.0,831.0,2037.0,2290.0,2423.0,1936.0,0.20430107,7885,5043,5106.7856,6.6904774,3.089109,0.7451147,716.34326,6.846667,-16.593643075074613,-10.93629844003503,113.566521,0.19980426602519474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75878586157809,29.66886155082459]}"
202009_078E_024N_779,0.66772044,2650.0,1741.0,521.0,847.0,991.0,1407.0,2147.0,2415.0,2671.0,1601.0,-0.06253399,10019,5560,2023.469,3.3325765,2.2953846,0.46054605,714.6,2.7074528,-15.764727359761451,-9.312746448817629,106.465141,0.19991043203277614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74052298119244,29.662598074996797]}"
202009_078E_024N_312,0.84705883,1387.0,652.0,195.0,387.0,316.0,708.0,1915.0,2218.0,2354.0,2053.0,0.15757576,8425,4684,4994.583,6.656161,3.4434783,0.76053864,717.93616,7.3520784,-15.010971680294155,-8.395657498474616,212.314819,0.20000526602537771,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75616408111593,29.692976049912087]}"
202009_078E_024N_248,0.8579123,1502.0,654.0,178.0,349.0,245.0,663.0,2046.0,2416.0,2527.0,2292.0,0.17627119,6408,4054,5848.2407,7.406955,3.811138,0.80395323,717.7595,9.201646,-13.749709694659686,-7.124933658637732,181.80014038085938,0.2001712166218016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75172185248574,29.696995028539114]}"
202007_078E_024N_222,0.8183079,890.0,443.0,149.0,332.0,225.0,575.0,1468.0,1627.0,1654.0,1292.0,0.17687075,11327,4122,2949.2996,6.470434,3.0363636,0.72727275,716.0827,6.3333335,-17.823819573438737,-12.205962088995411,167.093887,0.20034424818504148,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.69240102968328,29.688526801737325]}"
202008_078E_024N_32,0.80360556,1090.5,474.0,225.0,456.5,352.5,709.5,1768.0,2110.5,2467.0,1930.0,0.1446903,8151,5130,4331.2573,6.4333773,3.9285088,0.7324705,718.23535,6.4777174,-18.231892129218004,-12.471835673649506,163.582703,0.2003616959085287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77458500254804,29.708037289402807]}"
202009_078E_024N_436,0.83102494,1399.0,763.0,240.0,590.0,459.0,1038.0,2266.0,2591.0,2731.0,2225.0,0.102652825,10049,5227,4447.08,6.0062304,2.8745644,0.713125,715.4232,5.971678,-14.496511180065376,-7.939776161330828,165.506378,0.20108269643090382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75523353667631,29.684620160429947]}"
202008_078E_024N_58,0.75213176,1673.0,1021.5,305.5,539.5,583.0,1002.0,1924.5,2173.0,2231.0,1599.5,-0.027888682,5352,4330,2492.1978,4.283246,2.4892344,0.5648387,715.8638,3.5965183,-16.281623752781147,-10.280396800462542,135.334381,0.20111798301994577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7689663494178,29.70257080560547]}"
202008_078E_024N_76,0.85954064,1108.0,545.0,173.0,375.0,241.0,643.0,1850.0,2170.0,2414.0,2098.0,0.15562403,9900,6232,4631.6206,6.7669597,3.7874396,0.7860211,718.40924,8.346715,-13.308631574305767,-6.781694770850909,119.20933532714844,0.20136159804578058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7661544931576,29.70006305220957]}"
202009_078E_024N_235,0.7917088,1307.5,680.5,220.5,444.0,356.0,730.5,1716.0,1956.5,2116.0,1595.0,0.06691062,10163,5406,2567.6978,5.6129527,3.103828,0.6519891,717.6193,4.7469964,-15.11521466124114,-8.74274012182123,191.181641,0.20156948344690662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78891589243493,29.69824275515091]}"
202005_078E_024N_738,0.80547947,1414.0,753.0,216.0,398.0,381.0,849.0,1767.0,2024.0,2090.0,1659.0,0.0020818876,4196,3540,3085.5247,4.791205,2.249501,0.61519605,714.0206,4.197452,-14.722718264838196,-8.131262093511019,351.352722,0.20164176477018403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76398653097421,29.68718370409267]}"
202009_078E_024N_216,0.7960849,1260.5,614.5,269.0,506.0,355.5,832.5,2114.5,2427.0,2333.5,1834.0,0.13697466,6805,4520,4490.83,6.49831,3.2411149,0.72717655,717.392,6.3360157,-18.476624380558686,-12.927001214504124,357.487793,0.20176603258151216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79044720362111,29.699835947427953]}"
202005_078E_024N_318,0.81423914,1065.5,624.0,177.5,405.5,327.5,718.5,1612.0,1784.0,1816.5,1349.5,0.105258,12996,5429,2646.8037,5.3469224,2.342094,0.6769575,713.99084,5.1930513,-16.168303702379376,-10.212962966336267,228.519119,0.20214597796983702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78672690610885,29.708374697209784]}"
202007_078E_024N_224,0.8419058,1024.0,494.0,133.0,365.0,261.0,666.0,1592.0,1854.0,1939.0,1554.0,0.13372093,17011,7404,3350.4893,6.4420476,2.78211,0.73417723,715.5017,6.5238094,-15.48593619729895,-9.24748239373509,91.47755432128906,0.2021938238713813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71100139364012,29.68870910435879]}"
202005_078E_024N_1027,0.83562756,1045.0,535.0,193.0,485.0,307.0,812.0,2023.0,2230.0,2324.0,1927.0,0.21072797,12457,5222,4190.7695,6.8648934,2.7414188,0.7575039,714.81616,7.247557,-16.69435535969312,-10.577924616968852,230.337753,0.20273656817585894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7510565785674,29.667209738306358]}"
202005_078E_024N_799,0.88225937,1481.0,625.0,226.0,554.0,345.0,1048.0,2702.0,3129.0,3098.0,2902.0,0.21463415,9072,4513,8638.34,7.218658,3.2176235,0.7951654,716.5695,8.763975,-16.023849124225283,-9.03906259160306,386.187378,0.2029642661587976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72269517302541,29.68340804457955]}"
202008_078E_024N_181,0.7556222,1695.0,1050.0,322.0,559.0,599.0,1020.0,1924.0,2139.0,2317.0,1629.0,0.0,7482,4694,2564.5625,4.4643097,2.2597404,0.574761,714.0401,3.7032373,-15.310842394771141,-9.43516868528727,157.082809,0.20315861383699163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78546148818211,29.68467513331088]}"
202009_078E_024N_287,0.8443735,1459.0,754.0,195.0,385.0,344.0,750.0,1953.0,2290.0,2447.0,2136.0,0.119068936,10805,7901,4556.1567,6.478949,3.1647596,0.7491676,717.4458,6.973451,-13.284524635414387,-6.727731487691,317.884674,0.2032350294646249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7662206561785,29.694649297579556]}"
202008_078E_024N_191,0.84138787,820.0,414.0,129.0,273.0,207.0,564.0,1282.0,1584.0,1637.0,1328.0,0.083786726,9140,6663,3561.879,6.0220447,3.4199395,0.73413897,719.03735,6.5227275,-15.80915952305591,-10.275720078652899,249.985458,0.20323613552680397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79322238056551,29.683843654495238]}"
202010_078E_024N_569,0.8765929,898.0,427.0,92.0,254.0,181.0,459.0,1190.0,1458.0,1545.0,1378.0,0.13066667,9090,4650,3069.0066,6.450635,3.375,0.7783995,717.7311,8.025252,-15.622011354230585,-9.761231399167668,335.506561,0.20324923925001326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71743410996196,29.690801915565327]}"
202009_078E_024N_128,0.8599454,1087.0,522.5,186.5,526.5,313.5,869.0,2044.0,2348.5,2538.0,2179.5,0.2263095,7757,4724,4735.675,6.9359293,2.769316,0.7829177,715.49585,8.214993,-16.581237924477396,-10.905930229652073,392.775726,0.20329219796071651,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77873844121247,29.706496468481504]}"
202010_078E_024N_269,0.8785815,1750.0,841.5,236.5,494.0,361.5,880.0,2446.5,2935.0,3323.0,2975.0,0.21632835,8508,4007,7592.623,7.5297365,3.8270483,0.80315673,718.74005,9.160374,-18.353603521496407,-12.149465288480592,501.741547,0.20335127889462778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74399629394298,29.715646585296664]}"
202005_078E_024N_450,0.7892895,1883.0,1078.0,302.0,591.0,552.0,1022.0,2068.0,2299.0,2423.0,1902.0,0.047761194,8367,4913,3412.871,5.356527,2.425197,0.6389868,714.81396,4.5399647,-13.695190409534927,-7.029217645828623,173.448746,0.20337986600466218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.76019804416248,29.70113541716205]}"
202009_078E_024N_158,0.7320125,1580.5,966.5,285.0,485.0,480.5,868.0,1628.0,1812.0,1880.5,1289.0,0.019383464,8145,4368,2179.4258,4.8177743,2.4338613,0.5772184,713.8774,3.730617,-14.122577301197094,-7.696925937202023,228.569397,0.20464295873309246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7953025067197,29.704392199470124]}"
202009_078E_024N_784,0.7763694,1532.0,904.0,241.0,484.0,497.0,835.0,1625.0,1844.0,1981.0,1346.0,0.0,8328,4308,2106.6208,4.7460127,2.6445498,0.5890964,715.8362,3.867322,-17.187537456776717,-10.618078532204386,211.711517,0.20506517002665292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74982929901036,29.66200938637137]}"
202010_078E_024N_234,0.89122355,950.0,445.0,90.5,184.0,138.5,401.5,1286.5,1439.0,1493.5,1280.5,0.21405527,7533,4960,4209.3936,7.499848,3.7566397,0.7994174,717.7717,8.97892,-16.072189182297457,-9.753747885782987,241.636047,0.20515890341423704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73698811971308,29.718061479618676]}"
202010_078E_024N_511,0.8968116,870.0,410.0,77.0,209.0,132.0,378.0,1332.0,1529.0,1561.0,1318.0,0.2,7661,4304,3805.6013,6.828801,3.6360545,0.834404,718.62067,11.077586,-16.805689948133537,-10.577952912410844,336.257385,0.20532218786022371,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73960971568465,29.694398744381974]}"
202005_078E_024N_256,0.86507255,754.0,367.5,109.0,258.0,166.0,466.0,1460.5,1640.0,1595.0,1400.5,0.19977325,4876,3613,4104.111,6.8371706,3.4033432,0.7970761,717.09644,8.863558,-18.718663701383694,-12.707998421211753,248.461929,0.2056406783764515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78023153345428,29.711247809840653]}"
202004_078E_024N_3,0.8313253,1422.0,748.0,228.0,544.0,457.0,1025.0,2119.0,2349.0,2473.0,1959.0,0.086124405,9537,4184,4149.606,5.4629736,2.5246913,0.70752,715.0204,5.838074,-15.206328053371507,-9.094315643411145,333.573669,0.20581707908107894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80381147964441,29.684165288326167]}"
202005_078E_024N_674,0.69211113,2370.0,1485.0,403.0,607.0,783.0,1169.0,1825.0,2071.0,2240.0,1510.0,-0.093059935,6864,2817,2065.8333,3.5805476,2.1309192,0.50453174,714.22015,3.0365853,-17.051532657651872,-8.684692013717676,33.612679,0.20631479365241867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77609031886946,29.690454477196173]}"
202009_078E_024N_108,0.847631,1399.0,711.0,226.5,538.5,372.0,953.0,2321.0,2623.0,2756.5,2181.5,0.17401527,8977,5569,4723.801,6.6252956,2.9223137,0.7398243,715.874,6.688367,-16.940624926637664,-11.232691228255714,320.393005,0.20648687152875944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78026970773895,29.70808977551812]}"
202005_078E_024N_57,0.8444871,878.0,417.0,150.5,315.5,227.0,523.0,1444.5,1665.5,1722.5,1481.0,0.15527937,4213,3710,2891.2422,6.573645,3.3036807,0.727967,716.8108,6.4122443,-17.953363522137657,-12.405554555265404,56.8902702331543,0.20681351866328102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75938453378315,29.725266782659407]}"
202005_078E_024N_95,0.78577423,1045.0,536.0,164.0,335.0,255.0,531.5,1228.0,1410.0,1509.5,1234.0,0.08232899,7723,4593,2216.559,5.7926974,3.1607473,0.6706983,717.2024,5.0764704,-17.312030809277122,-10.997973404820842,479.868683,0.20710855548417295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7816648201014,29.720961756449256]}"
202005_078E_024N_598,0.8370104,1112.0,614.0,234.0,526.0,366.0,829.0,1933.0,2069.0,2409.0,1903.0,0.1637931,11069,6945,3761.0076,6.2821794,2.7420092,0.7405779,714.9902,6.709443,-17.662445756749605,-11.628533475543824,323.483673,0.20712468830803166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7801803320195,29.69410179719705]}"
202005_078E_024N_94,0.85868776,1067.0,536.5,153.0,366.0,257.0,654.0,1573.5,1788.0,1869.0,1481.0,0.13912842,11135,7200,3316.0547,6.436806,2.940341,0.73133147,715.9111,6.4455233,-14.44538099423343,-7.146725646006133,404.600586,0.20745266812021268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7625411495777,29.720784374370112]}"
202005_078E_024N_180,0.78317136,1418.5,756.5,256.0,469.5,405.0,771.0,1654.5,1889.5,2054.5,1538.5,0.04123932,7779,3300,2780.6646,5.6400776,3.0566053,0.65395343,716.7623,4.7795715,-19.061698240190854,-13.817996798517136,286.570129,0.20748507337528987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7943925921738,29.715663898261347]}"
202010_078E_024N_472,0.8680528,1320.0,602.0,152.0,324.0,239.0,608.0,1767.0,2124.0,2276.0,2025.0,0.1863354,6730,4148,5082.2163,7.1110997,3.5982144,0.7981354,718.0,8.907631,-14.239229452670152,-7.684965990886414,336.361023,0.20786558058167914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75120512284633,29.69699015739991]}"
202007_078E_024N_103,0.7997887,1826.5,1022.0,337.5,725.0,573.0,1184.0,2725.5,3095.0,3340.5,2569.5,0.116404854,7928,3977,5207.165,6.243545,2.8121715,0.675905,716.0051,5.1718884,-16.742063154393495,-10.218756603911775,609.149597,0.2085863137911821,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75212595081933,29.727003330684354]}"
202009_078E_024N_221,0.8623262,1061.0,490.0,132.0,289.0,170.0,490.0,1429.0,1676.0,1771.0,1588.0,0.2540193,8715,6261,4240.1885,7.6873937,3.1587303,0.8178752,716.1981,9.981482,-14.843288522658542,-8.350934561036826,173.029251,0.20886543911839195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.75350812596798,29.698816637712223]}"
202007_078E_024N_128,0.827284,1568.5,936.5,230.5,531.5,404.5,972.0,2316.0,2505.0,2654.5,2010.0,0.12943551,8309,5461,4180.005,6.502745,2.784573,0.70518094,715.9053,5.783968,-14.415491596288676,-8.750391220778631,460.847321,0.20913011771265255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73848502082346,29.722362091860496]}"
202010_078E_024N_413,0.8135747,1363.0,784.0,244.0,503.0,426.0,908.0,1992.0,2259.0,2224.0,1683.0,0.07421384,9731,5359,3844.0774,5.49936,2.8623025,0.6790469,716.2439,5.231441,-14.959106837584256,-7.591801983061076,319.067047,0.20962021456312196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73045944804414,29.702884048041167]}"
202010_078E_024N_752,0.8442244,1022.0,421.0,155.0,281.0,199.0,505.0,1364.0,1584.0,1570.0,1337.0,0.17163412,6280,4270,2814.851,6.8933134,3.311234,0.7183298,716.5432,6.1005025,-16.801177209886315,-11.035375209938433,323.510681,0.20983424792900196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.71534997751678,29.67183156667676]}"
